location_id,historical_names,modern_address,coordinates,source_book,source_chapter,source_text
loc_e4463bef,"[{""name"": ""華原"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"範寬, 姓範名中正, 字仲立, 華原人。 性溫厚, 有大度, 故時人目為範寬。 居山林間, 常危坐終日, 縱目四顧, 以求其趣。 雖雪月之際, 必徘徊凝覽, 以發思慮。 學李成筆, 雖得精妙, 尚出其下。 遂對景造意, 不取繁飾, 寫山真骨, 自為一家。 故其剛古之勢, 不犯前輩。 由是與李成並行。 宋有天下, 為山水者, 惟中正與成稱絕, 至今無及之者。 時人議曰: 李成之筆, 近視如千里之遠; 範寬之筆, 遠望不離坐外, 皆所謂造乎神者也。 然中正好畫冒雪出雲之勢, 尤有氣骨。"
loc_97ea2676,"[{""name"": ""絳州"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"高克明, 絳州人。 端願自立, 復事謙退, 尤喜幽默。 多行郊野間, 覽山林之趣, 箕坐終日, 樂可知也。 歸則求靜室以居, 沉屏思慮, 神遊物外, 景造筆下, 漸為遠近所許。 景德中, 遊京師。 大中祥符中, 入圖畫院, 其藝益進。 與太原王端、上谷燕文貴、潁川陳用志相狎, 稱為畫友, 而聲望籍甚。 今上嘗詔入便殿, 命畫圖壁等, 為上所賞, 遷至待詔、守少府監主簿, 賜紫。 景祐初, 上命畫臣鮑國資畫四時景於章聖閣, 國資以乍近玉色, 戰懼不已, 不能下筆。 詔克明代之, 克明辭曰: “臣技不過山水而已。 國資以踈賤驟見陛下, 不無驚畏, 徐當盡其所學。 恐臣淺近, 終不能及。” 上善其對。 淮海富商陳永, 以百千求《春龍起蟄圖》。 克明以非素習者, 堅讓不從, 一時輩多之。 克明亦善佛道、人馬、花竹、翎毛、禽蟲、畜獸、鬼神、屋宇, 皆造於妙。 人有以勢利求者, 則以不能為辭。 或朋好間以所欲見丐, 必欣然與之。 畫流中好義忘利、性多謙損者, 惟克明焉。"
loc_e929351b,"[{""name"": ""河間"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"許道寧, 河間人。 學李成畫山水林木。 初市藥於端門前, 人有贖者, 必畫樹石兼與之, 無不稱其精妙。 由此有聲, 遂遊公卿之門, 多見禮待。 相國寺張文懿公 令道寧畫其居壁及屏風等, 文懿深加賞愛, 作歌贈之。 道寧之格 所長者三: 一林木, 二平遠, 三野水, 皆造其妙, 而又 命意狂逸, 自成一家, 頗有氣焰。 所得李成之氣者也。(事見翟院深條。)"
loc_8d747e8e,"[{""name"": ""華原"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"黃懷玉, 華原人。 有足疾, 時人目為跛子。 學範中正畫山水, 頗得其格。 今都下中貴 家有懷玉《秋山圖》八幅, 意思孤特, 得其巖嶠 之骨。 樹木皴剝, 人物清灑, 有範生之風, 至有誤蓄者, 蓋相去不遠耳。"
loc_8a6789f7,"[{""name"": ""東越"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"孫位, 五代時期蜀地的山水畫大家。《益州名畫錄》 稱為逸品第一人: “孫位者, 東越人也。 僖宗皇帝車駕在蜀, 自京入蜀, 號會稽山人。 性情疏野, 襟抱超然, 雖好飲酒, 未嘗沉酩。 禪僧道士, 常與往還; 豪貴相請, 禮有少慢, 縱贈千金, 難留一筆。 唯好事者時得其畫焉。 光啓年, 應天寺無智禪師請畫山石兩堵、龍水兩堵, 寺門東畔, 畫東方天王及部從兩堵。 昭覺寺夢休長老請畫浮溫先生松石墨竹一堵, 仿潤州高座寺張僧繇戰勝一堵。 兩寺天王、部衆, 人鬼相雜, 矛戟鼓吹, 縱橫馳突, 交加戛擊, 欲有聲響。 鷹犬之類, 皆三五筆而成。 弓弦斧柄之屬, 並掇筆而描, 如從繩而正矣。 其有龍擎水洶, 千狀萬態, 勢欲飛動。 松石墨竹, 筆精墨妙, 雄壯氣象, 莫可記述。 非天縱其能, 情高格逸, 其孰能與於此邪? 悟達國師請於眉州福海院畫行道天王、松石龍水兩堵, 並見存。 不知其後有何所遇, 改名遇矣。 景樸者, 蜀人也。 蜀廣政年, 輒於應天寺門西畔畫西方天王及部從兩堵, 以對孫遇筆。 識者比之蹄涔巨浸, 未萬分之一焉。 慮誤後人。 因附而正之。”"
loc_eb4b746d,"[{""name"": ""營丘"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"翟院深, 營丘人。 名隸樂工, 善擊鼓。 師鄉人李成 畫山水, 喜 為峰巒之景。 一日郡中醼 客作樂, 會雲氣聳起, 如峰相疊。 院深引望翹企, 不覺登鼓, 奏節遂失。 太守诘之, 具以實對。 翊日命院深為畫, 果有竦突 之勢, 甚異之。 時人議得李成之畫者三人: 許道寧得成之氣, 李宗成 得成之形, 院深得成之風。 後成孫 宥為開封尹日, 購其祖畫, 多誤售院深之筆, 以其風韻相近, 不能辨爾。"
loc_a6719435,"[{""name"": ""五原"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"李隱, 五原人。善畫山水, 亦長於佈景。大中祥符初營會靈觀, 命隱圖五岳於壁, 又於五聖帝座後扆上皆寫山水。慶曆中有, 今則無矣。隱之畫山, 其勢超峻, 截空而立, 復有平原之趣。至於飛泉曲水, 周流左右, 皆不逾尺, 止以焦墨皴淡, 全無勾斫。其巧妙如此。"
loc_1ce3278c,"[{""name"": ""右北平"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"龐崇穆, 字季和, 右北平人。大中祥符初營玉清昭應宮, 召入畫山水列壁, 而林巒、草竹、溪谷、磴道, 莫不精備。又於空穴間作遊雲直上之狀, 為風所駕, 卷舒聚散, 其勢不拘。詔入圖畫院, 崇穆不就而去。"
loc_bb6257e3,"[{""name"": ""毗陵"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"曹仁希, 字企之, 毗陵人。善畫水, 無與敵者。凡為驚濤怒浪, 萬流曲折, 以至輕波細溜, 於一筆自分淺深之勢, 以為佳爾。"
loc_5ff79297,"[{""name"": ""宣城"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"包鼎，當時畫虎的名家。>:""包貴，宣城人，善畫虎，名聞四遠。世號老包也。包鼎，貴之子。雖從父訓，抑又次焉。子孫襲而學者甚衆，雖非類犬，然終不能踐貴、鼎之閾矣。以上各有圖軸傳於世。""陳師道>曾記包鼎畫虎之事:""宣城包鼎，每畫虎，掃溉一室，屏人聲，塞門塗牖，穴屋取明。一飲斗酒，脫衣據地，臥起行顧，自視真虎也。復飲斗酒，取筆一揮，意盡而去，不待成也。"""
loc_e8c71a1b,"[{""name"": ""京師"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3076",《圣朝名画评》,人物门(籍贯信息的提取),"裴文睍, 京師人。 畫水牛, 為當時第一。隋唐而下, 畫牛者止三人: 戴嵩、 厲歸真 與裴文睍 是也, 其餘凡陋可鄙。今人多不閑 文睍寡合之性, 故以惑多士。觀其真跡, 乃當時之名流也。"
loc_fe72eda1,"[{""name"": ""河南登封"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"袁蟻，擅長畫魚。>:""袁，河南登封人，爲侍衛親軍。善畫魚，窮其變態，得喁游泳之狀，非若世俗所畫作庖中物，特使饞獠生涎耳。"""
loc_7e78d891,"[{""name"": ""京兆"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"龍章, 字公絢, 京兆人。性淳靜好古, 居亦冠帶。善畫虎兔, 亦攻佛道及冕服等, 尤長於裝染。祥符中, 玉清昭應宮成, 召令彩繪列壁。外有玉皇尊像, 猶未裝飾。時畫院僚屬爭先創意, 至於團科斜枝, 莫不詳畫。主者中貴人劉承珪曰: “天帝法服, 豈如是邪!” 命檢尋道藏及《真境録》, 無有曉其儀者。上不懌。宮使丁朱崖置賞募工, 章應之曰: “今京兆府長洛鄉北樂村 古太華觀有玉皇像, 乃唐人楊惠塑, 被九色螭羅帔, 此可為法。” 丁朱崖聞於天子, 遣使驗之, 如章言, 由是得裝其像。工畢, 乞還田裏, 復本戶租賦。久之不報。詔入圖畫院, 非其好也。常游食 於京師, 時樂遊坊市。藥人楊氏(裏瓦下貨虎骨散 南柵楊家是也)鏁 活虎於肆, 章熟視之, 命筆成於一揮, 識者驚賞之。平生所畫, 止有六虎, 今少有見者。"
loc_ca8c195b,"[{""name"": ""其京兆"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"田裏, 故鄉。 其京兆人, 因玉清昭應事應召來京, 故稱。"
loc_8b772687,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"何尊師, 江南人, 亡其名。善畫貓兒, 罕見其比。所畫有寢者、 覺者、 展膊者、 戲聚者, 皆造於妙。 其毛色純犁, 體態馴擾, 尤可賞愛。"
loc_ac69d1cf,"[{""name"": ""閿鄉"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"馮清, 閿鄉人。真宗時入圖畫院。所居城南, 相近逆旅多橐駝 , 清常遇之, 雖身務所迫, 必引視 不已, 求其情狀, 然後命筆, 遂致聲譽。亦能畫火, 今景靈官 後壁有硤石道士趙惠宗 坐炎火誦經者是也。"
loc_fe585ea5,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"荀信, 江南人。真廟時為翰林待詔。攻畫龍水。天禧中會靈觀凝祥池御座殿扆上寫吐霧龍, 觀其蟠伏蹲踞, 波濤旁湧, 使人驚賞。後移入禁中。"
loc_31e82208,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"吳懷, 江南人。善畫龍水。其最佳處, 據孤島, 憑老木, 伏平碐, 拏怒浪, 呼雲自蔽, 有夭矯肉飛之勢。"
loc_337bf040,"[{""name"": ""毗陵"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"董羽, 字仲翔, 毗陵人。口吃語不能出, 故有啞子之目。善畫龍魚, 尤長於海水。仕李煜為待詔, 寫香花閣幃床屏 並積水圖, 大見稱譽。建康有隋大司空陳仁果 廟, 堂後 水一壁, 至今由 存。清涼寺畫海水, 及有李煜 八分 題名、 李肅遠 草書, 時人目為三絕。隨煜歸京, 於學士院壁為戲水龍, 於開寶寺東經藏院壁為弄珠龍, 皆為精筆。"
loc_8349ab18,"[{""name"": ""京師"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3076",《圣朝名画评》,人物门(籍贯信息的提取),"李用及, 京師人, 父隸天武軍。用及能畫天廄馬, 深得韓幹筆法, 人多稱之。為病馬尤有功, 古未有也。"
loc_91c6f15f,"[{""name"": ""豳國"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"張鈞, 豳國人, 一名翼。善畫番馬及人物, 皆師趙光輔。其運筆落墨, 有刀頭燕尾之狀, 深得其法。但為番族, 面目多類漢人, 於體為失。"
loc_d7432b7a,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"馮進成, 江南人。攻畫犬兔。思慮精巧, 故於寫物能全其精神, 尤善染澤。今致政 田宮傅第, 有進成畫二軸, 其跡可愛。"
loc_304e7eac,"[{""name"": ""鍾陵"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"徐熙, 鍾陵人。世仕僞唐, 為江南名族。熙善花竹林木、 蟬蝶草蟲之類。多遊園圃, 以求情狀, 雖蔬菜莖苗, 亦入圖寫。意出古人之外, 自造於妙。尤能設色, 絕有生意。李煜集英殿盛有熙畫。後卒於家。及煜歸命, 盡入內府。太宗因閱圖書, 見熙畫安榴樹一本, 帶百餘實, 嗟异久之, 曰: “花果之妙, 吾獨知有熙矣, 其餘不足觀也。” 遍示畫臣, 俾為標準。為上稱歎也如此。有孫二人, 崇嗣、 崇勳, 自有傳。"
loc_08989b85,"[{""name"": ""嘉興"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"唐希雅, 嘉興人。 曾祖而上, 家於河北, 因五代離亂, 遷於江右。 希雅善丹青。 僞唐李煜好金索書, 希雅常學之。 乘興縱奇, 因其戰掣之勢, 以寫竹樹, 蓋取幸於一時也。 其為荊槲柘棘、 翎毛草蟲之類, 多得郊野真趣。"
loc_2a98ae55,"[{""name"": ""劍南"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"趙昌, 劍南人。 性傲易, 雖遇強勢, 亦不下之。 多遊巴蜀梓、 遂間。 善畫花果, 初師滕昌祐, 後過其藝。 時州伯郡牧爭求筆跡, 昌不肯輕與, 故得者以為珍玩。 大中祥符中, 丁朱崖聞之, 以白金五百兩為昌壽。 昌驚曰: “貴人以賂及我, 非有求乎?” 親往謝之。 朱崖延以東閣, 命畫生菜數窠及爛瓜生果等。 命筆遽成, 俱得形似。 及還蜀中, 尤有聲譽。 晚年多出金購其舊畫, 其自秘也如此。 門生王友亦知名。"
loc_f61cfd19,"[{""name"": ""京兆鄠"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"陶裔, 京兆鄠人。 幼警悟, 多巧思, 隸後苑造作所為匠者, 組織珠翠, 為副珈、 步搖、 花奩、 瓔珞之飾, 其功甚微妙, 及結花鈿為羽仙儀仗。 太宗嘉賞之, 且曰: “以此意移於丹青, 安知無後世名!” 裔感上有言, 潛志營學, 遂得祗候於圖畫院。 精於寫生, 日有增至。 召入畫御座扆屏, 裔極其精神, 兩歲方畢。 又畫大殿十二幅屏, 多作祝壽之意, 遷待詔。 裔之筆法與黃筌相近, 故時人語曰: 西蜀黃筌, 東京陶裔。"
loc_929acbd2,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"解處中, 江南人, 俗呼為解將軍, 不知何謂。 善畫雪竹, 有冒寒之意。 其間多作禽鳥, 或群聚, 或孤立, 如畏凜冽, 足有所觀。"
loc_014c44ea,"[{""name"": ""泗水"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"王曉, 泗水人。 善畫翎毛, 酷好郭乾暉鴿子, 卒至於妙, 而精神筋骨尤近於郭。"
loc_6d8050d1,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"毋咸之, 江南人。 善畫雞, 其毛色明潤, 瞻視清爽, 大有生意。 今江寧尹馮待制家有咸之紫朝雞一軸, 頗為佳物。"
loc_9d75fbdc,"[{""name"": ""京師"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3076",《圣朝名画评》,人物门(籍贯信息的提取),"傅文用, 京師人, 俗以三翁目之。 每見禽鳥飛立, 必凝神詳視, 都忘他好, 遂精於畫。 其為鶉鵲, 能分四時毛羽, 頗有黃筌風概, 至有誤收者。 今畫院僚屬嘗議曰: “傅三翁翎毛渾得生意, 較其真者, 如鑑中見之。” 為流輩所推如此。"
loc_cee49328,"[{""name"": ""蜀中"", ""period"": ""period_song""}]",四川盆地一带,"30.5728, 104.0668",《圣朝名画评》,人物门(籍贯信息的提取),"夏侯延祐, 字景休, 蜀中人。 師黃筌, 畫翎毛花竹, 略有聲譽。 仕孟昶為待詔。 後隨昶至京師, 得圖畫院藝學, 為流輩推重。"
loc_5af62e7f,"[{""name"": ""蜀"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"王友, 字仲益, 蜀人。 師趙昌, 畫花不由筆墨, 專尚設色, 得其芳艷之卉。 今豪貴家得友之筆, 往往目為趙昌, 以其親切, 故難辨。"
loc_662a6bca,"[{""name"": ""江南"", ""period"": ""period_song""}]",长江下游南岸地区,,《圣朝名画评》,人物门(籍贯信息的提取),"劉夢松, 江南人。 善畫水墨翎毛及草木花竹等, 亦精於墨竹。 今普安院長老 有夢松花竹圖, 花得洛陽之盛, 竹有江上之異, 皆可愛也。"
loc_460a7843,"[{""name"": ""建康"", ""period"": ""period_song""}]",江苏省南京市,"32.0603, 118.7969",《圣朝名画评》,人物门(籍贯信息的提取),"蔡潤, 建康人。 善畫舟船及江河水勢。 隨李煜赴朝, 籍為八作司 赤白匠。 太宗嘗覽潤舟車圖, 因問畫者名氏。 左右進曰: “實八作匠人蔡潤筆也。” 上亦悟曰: “首 江南歸命者耶?” 遽詔入圖畫院為待詔。 敕畫楚襄王遊江圖, 尤為精備, 上嗟異久之。"
loc_6069b734,"[{""name"": ""京師"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3076",《圣朝名画评》,人物门(籍贯信息的提取),"呂拙, 京師人。 善丹青, 尤喜為 樓觀之畫。 至道 中, 召入圖畫院祗候。 太宗方營玉清宮, 拙畫鬱羅蕭臺 樣上進。 上覽圖嘉歎, 下匠氏營臺於宮。 遷拙待詔, 拙不肯授, 願為本宮道士, 上賜紫衣。 今樂遊坊蘇守素 有拙畫, 其精巧密細, 觀者無倦。 又能廓落 地勢, 映帶 池塘, 但於人物傷繁耳。"
loc_e5543862,"[{""name"": ""京師"", ""period"": ""period_song""}]",河南省开封市,"34.7973, 114.3076",《圣朝名画评》,人物门(籍贯信息的提取),"劉文通, 京師人。 善畫樓臺屋木。 真宗時入圖畫院為藝學。 大中祥符初, 上將營玉清昭應宮, 敕文通先立小樣圖, 然後成葺。 丁朱崖命移寫道士呂拙鬱羅蕭臺, 仍加飛閣於上, 以待風雨。 畫畢, 下匠氏為準, 謂之七賢 閣者是也, 天下目為壯觀。"
loc_f6825533,"[{""name"": ""河南洛陽"", ""period"": ""period_song""}]",河南省洛阳市,"34.6187, 112.4540",《圣朝名画评》,人物门(籍贯信息的提取),"張圖, 字仲謀, 河南洛陽人。 朱梁太祖在藩鎮日, 圖掌行軍資糧簿籍, 故時人呼為 “張將軍”。 圖少穎悟, 而好丹青, 及善潑墨山水, 皆不由師授, 自致神妙, 亦不法今古, 自成一體, 尤長大像。 梁龍德中, 洛陽廣愛寺沙門義暄, 剩置金幣, 邀四方奇筆畫三門兩壁。 時處士跋異, 號為絕筆, 乃來應募。 異方草定畫樣(云用朽木描畫), 圖忽立其後, 長揖而語曰: “知跋君敏手, 固來贊貳。” 異方自負, 乃笑而答曰: “吾嘗謂畫之聖在吾手筆, 自餘畫者, 不得其門而入, 又安得至於聖乎? 爾不知跋異之名, 且顧陸吾曹之友也, 吾豈須贊貳, 然後為功哉?” 圖亦忻然復曰: “願繪右壁, 或不克意, 則請朽墁之。” 異愈怒, 乃授朽木大筆於圖。 圖捧之, 遂投朽木於地, 就西壁, 不假朽約, 搦管揮寫, 倏忽成折腰報事師者, 從以三鬼。 異乃瞪目踧踖, 驚拱而言曰: “子豈非張將軍乎?” 圖捉管厲聲曰: “然。” 異乃雍容而謝曰: “抑嘗聞將軍之名, 誠未拜將軍之面, 適觀神筆刮利, 信所謂事辭稱其經者也。 此二壁非異所能也。” 遂引退, 圖亦不僞讓, 遂專其功。 洛陽為之謠言, 且譏異也(語在異評)。 圖乃於東壁畫水神一座, 直視西壁報事師者。 其意思高遠, 視之如生。 今并存焉。 予又嘗於武宗元第觀圖所畫十王地藏一軸, 綽有善護慈悲相, 於今寶藏之。 可列神品。"
loc_49991447,"[{""name"": ""池陽"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"陶守立, 池陽人。 世業儒, 性明悟, 有大志, 少通經史, 能屬文。 南唐李璟保大九年 春, 守立程文不利, 退處齊山, 禁門卻掃, 屏絕交友, 偃息蓬蓽 , 琴棋詩酒外以丹青自娛。 然長於神像鬼神、 庭院殿閣、 子女奴隸、 車馬山水, 靡不精妙。 亦嘗適興於所居草堂 , 畫《山路早行》及建康清涼寺浴室門側畫水 , 南州識者莫不欽歎。 守立嘗畫羅漢一堂 , 為鄉人所得, 尋獻於僞後主煜, 遂籍帑府, 會煜生辰, 則張於後苑金山水閣, 以資供養, 其畫為時所賞如此。"
loc_6195c7b6,"[{""name"": ""建康溧陽"", ""period"": ""period_song""}]",,,《圣朝名画评》,人物门(籍贯信息的提取),"竹夢松, 建康溧陽人, 亦潛心圖畫, 長於人物子女, 洎宮殿景緻。 仕僞南唐主李璟, 為東川 別駕 。 予嘗於判太原府侍郎王公第見夢松畫《春景士女》一軸(上有璟僞合同印及集賢院印記, 并存焉)。 其佈景命意, 綽約體態, 宛得周昉之格。"
loc_hu_gui_native,"[{""name"": ""慎州烏索固部落"", ""period"": ""period_liao""}]",辽宁省阜新市/内蒙古赤峰市一带,"42.0210, 121.6576",《圣朝名画评》,五代名画补遗,"胡瓌, 山後契丹人(或云: 瓌本慎州烏索固部落人), 善畫蕃馬..."
